Name,Team,Pos,G,GS,Inn,Throwing,Blocking,Framing,Arm,Range,FRV,NameASCII,PlayerId,MLBAMID
"Taijuan Walker","ARI","P",28,28,157.1,,,,,,,"Taijuan Walker",11836,592836
"Mason Williams","NYY","RF",1,1,4,,,,,,,"Mason Williams",11859,592863
"Yadiel Rivera","MIL","3B",1,0,3,,,,,,,"Yadiel Rivera",11863,592680
"Michael Feliz","HOU","P",46,0,48,,,,,,,"Michael Feliz",11903,593140
"Taylor Cole","TOR","P",1,0,1,,,,,,,"Taylor Cole",11964,518566
"Matt Andriese","TBR","P",18,17,86,,,,,,,"Matt Andriese",12022,542882
"Brian Flynn","KCR","P",1,0,2.1,,,,,,,"Brian Flynn",12027,543169
"Kyle Hendricks","CHC","P",24,24,139.2,,,,,,,"Kyle Hendricks",12049,543294
"Felipe Vázquez","PIT","P",73,0,75.1,,,,,,,"Felipe Vazquez",12076,553878
"David Washington","BAL","RF",2,0,3,,,,,,,"David Washington",12110,572241
"Ben Gamel","SEA","1B",1,0,1,,,,,,,"Ben Gamel",12160,592325
"David Goforth","MIL","P",1,0,1,,,,,,,"David Goforth",12166,592341
"Cody Martin","SEA","P",1,0,2,,,,,,,"Cody Martin",12182,592533
"Cody Allen","CLE","P",69,0,67.1,,,,,,,"Cody Allen",12183,592102
"Akeel Morris","ATL","P",8,0,7.1,,,,,,,"Akeel Morris",12185,592570
"Seth Maness","KCR","P",8,0,9.2,,,,,,,"Seth Maness",12235,595307
"Dan Winkler","ATL","P",16,0,14.1,,,,,,,"Dan Winkler",12237,595465
"Ryan Sherriff","STL","P",13,0,14.1,,,,,,,"Ryan Sherriff",12249,595411
"Leonel Campos","TOR","P",13,0,13.2,,,,,,,"Leonel Campos",12277,599998
"Evan Marshall","SEA","P",6,0,7.2,,,,,,,"Evan Marshall",12297,605359
"Jacob Barnes","MIL","P",73,0,72,,,,,,,"Jacob Barnes",12323,606930
"Kevin Quackenbush","SDP","P",20,0,26.1,,,,,,,"Kevin Quackenbush",12360,534812
"Ryan Rua","TEX","RF",1,0,3,,,,,,,"Ryan Rua",12409,607387
"Seth Lugo","NYM","P",19,18,101.1,,,,,,,"Seth Lugo",12447,607625
"Chasen Bradford","NYM","P",28,0,33.2,,,,,,,"Chasen Bradford",12452,607473
"Drew Rucinski","MIN","P",2,0,4.1,,,,,,,"Drew Rucinski",12499,607968
"Cory Mazzoni","SDP","P",6,0,8,,,,,,,"Cory Mazzoni",12537,543508
"Tony Cingrani","- - -","P",47,0,42.2,,,,,,,"Tony Cingrani",12555,571561
"Jack Leathersich","- - -","P",7,0,5,,,,,,,"Jack Leathersich",12562,605333
"Blake Treinen","- - -","P",72,0,75.2,,,,,,,"Blake Treinen",12572,595014
"Adam Morgan","PHI","P",37,0,54.2,,,,,,,"Adam Morgan",12580,605388
"Mike Wright Jr.","BAL","P",13,0,25,,,,,,,"Mike Wright Jr.",12586,605541
"Raffy Lopez","TOR","3B",1,0,1,,,,,,,"Raffy Lopez",12606,607257
"Nate Karns","KCR","P",9,8,45.1,,,,,,,"Nate Karns",12638,501992
"Jerad Eickhoff","PHI","P",24,24,128,,,,,,,"Jerad Eickhoff",12664,595191
"Tyler Wilson","BAL","P",9,1,15.1,,,,,,,"Tyler Wilson",12691,592869
"Billy Burns","KCR","RF",1,0,1,,,,,,,"Billy Burns",12701,542993
"Trevor Bauer","CLE","P",32,31,176.1,,,,,,,"Trevor Bauer",12703,545333
"Nick Martinez","TEX","P",23,18,111.1,,,,,,,"Nick Martinez",12730,607259
"Tyler Pill","NYM","P",7,3,22,,,,,,,"Tyler Pill",12751,543652
"Rafael Montero","NYM","P",34,18,119,,,,,,,"Rafael Montero",12760,606160
"Chris Devenski","HOU","P",62,0,80.2,,,,,,,"Chris Devenski",12763,606965
"Sonny Gray","- - -","P",27,27,162.1,,,,,,,"Sonny Gray",12768,543243
"Jairo Díaz","COL","P",4,0,5,,,,,,,"Jairo Diaz",12774,545064
"John Brebbia","STL","P",50,0,51.2,,,,,,,"John Brebbia",12777,605154
"Sam Gaviglio","- - -","P",16,13,74.1,,,,,,,"Sam Gaviglio",12778,543208
"Sean Gilmartin","NYM","P",2,0,3.1,,,,,,,"Sean Gilmartin",12781,543219
"Raúl Alcántara","OAK","P",8,4,24,,,,,,,"Raul Alcantara",12790,593417
"Noé Ramirez","- - -","P",12,0,13,,,,,,,"Noe Ramirez",12800,598287
"Carter Capps","SDP","P",11,0,12.1,,,,,,,"Carter Capps",12803,605169
"Matt Wisler","ATL","P",20,1,32.1,,,,,,,"Matt Wisler",12804,605538
"Mike Clevinger","CLE","P",27,21,121.2,,,,,,,"Mike Clevinger",12808,605182
"Andrew Kittredge","TBR","P",15,0,15.1,,,,,,,"Andrew Kittredge",12828,552640
"Alex Meyer","LAA","P",13,13,67.1,,,,,,,"Alex Meyer",12833,543542
"Shawn Armstrong","CLE","P",21,0,24.2,,,,,,,"Shawn Armstrong",12857,542888
"Matt Barnes","BOS","P",70,0,69.2,,,,,,,"Matt Barnes",12863,598264
"Tony Zych","SEA","P",45,0,40.2,,,,,,,"Tony Zych",12876,543964
"Tyler Anderson","COL","P",17,15,86,,,,,,,"Tyler Anderson",12880,542881
"Alex Claudio","TEX","P",70,1,82.2,,,,,,,"Alex Claudio",12890,592222
"Logan Verrett","BAL","P",4,0,10.2,,,,,,,"Logan Verrett",12905,548337
"Ken Giles","HOU","P",63,0,62.2,,,,,,,"Ken Giles",12910,571704
"Dylan Bundy","BAL","P",28,28,169.2,,,,,,,"Dylan Bundy",12917,605164
"Archie Bradley","ARI","P",63,0,73,,,,,,,"Archie Bradley",12918,605151
"Gabriel Ynoa","BAL","P",9,4,34.2,,,,,,,"Gabriel Ynoa",12938,593679
"Roberto Gómez","SFG","P",4,0,5.1,,,,,,,"Roberto Gomez",12963,596816
"Joe Musgrove","HOU","P",38,15,109.1,,,,,,,"Joe Musgrove",12970,605397
"Joe Ross","WSN","P",13,13,73.2,,,,,,,"Joe Ross",12972,605452
"Javier Báez","CHC","1B",4,0,1,,,,,,,"Javier Baez",12979,595879
"Andrew Chafin","ARI","P",71,0,51.1,,,,,,,"Andrew Chafin",12988,605177
"Robby Scott","BOS","P",57,0,35.2,,,,,,,"Robby Scott",13042,582494
"Hisashi Iwakuma","SEA","P",6,6,31,,,,,,,"Hisashi Iwakuma",13048,547874
"Reymin Guduan","HOU","P",22,0,16,,,,,,,"Reymin Guduan",13058,594056
"Wei-Yin Chen","MIA","P",9,5,33,,,,,,,"Wei-Yin Chen",13071,612672
"Yu Darvish","- - -","P",31,31,186.2,,,,,,,"Yu Darvish",13074,506433
"Norichika Aoki","HOU","P",1,0,1,,,,,,,"Norichika Aoki",13075,493114
"Gerrit Cole","PIT","P",33,33,203,,,,,,,"Gerrit Cole",13125,543037
"Jason Wheeler","MIN","P",2,0,3,,,,,,,"Jason Wheeler",13128,605528
"Derek Law","SFG","P",41,0,37.1,,,,,,,"Derek Law",13133,571882
"Jayson Aquino","BAL","P",4,2,13.1,,,,,,,"Jayson Aquino",13150,593969
"Luis Sardinas","SDP","P",1,0,1,,,,,,,"Luis Sardinas",13153,596143
"Eduardo Rodriguez","BOS","P",25,24,137.1,,,,,,,"Eduardo Rodriguez",13164,593958
"Carson Smith","BOS","P",8,0,6.2,,,,,,,"Carson Smith",13172,605476
"Kyle Crick","SFG","P",30,0,32.1,,,,,,,"Kyle Crick",13182,605195
"Zach Davies","MIL","P",33,33,191.1,,,,,,,"Zach Davies",13183,605200
"Adalberto Mejía","MIN","P",21,21,98,,,,,,,"Adalberto Mejia",13188,606167
"Joe Biagini","TOR","P",44,18,119.2,,,,,,,"Joe Biagini",13194,607352
"Warwick Saupold","DET","P",45,0,62.2,,,,,,,"Warwick Saupold",13211,599683
"Michael Fulmer","DET","P",25,25,164.2,,,,,,,"Michael Fulmer",13218,605242
"Ross Stripling","LAD","P",49,2,74.1,,,,,,,"Ross Stripling",13273,548389
"Jesse Hahn","OAK","P",14,13,69.2,,,,,,,"Jesse Hahn",13287,534910
"Danny Coulombe","OAK","P",72,0,51.2,,,,,,,"Danny Coulombe",13293,543056
"Jordan Jankowski","HOU","P",3,0,4.1,,,,,,,"Jordan Jankowski",13313,543357
"Jake Barrett","ARI","P",28,0,27,,,,,,,"Jake Barrett",13322,545332
"James Pazos","SEA","P",59,0,53.2,,,,,,,"James Pazos",13323,572021
"Deven Marrero","BOS","1B",1,0,2.2,,,,,,,"Deven Marrero",13325,571918
"Omar Narváez","CHW","1B",1,0,5,,,,,,,"Omar Narvaez",13338,553882
"Luis Cessa","NYY","P",10,5,36,,,,,,,"Luis Cessa",13345,570666
"Hoby Milner","PHI","P",37,0,31.1,,,,,,,"Hoby Milner",13346,571948
"Cam Bedrosian","LAA","P",48,0,44.2,,,,,,,"Cam Bedrosian",13360,592135
"Steven Matz","NYM","P",13,13,66.2,,,,,,,"Steven Matz",13361,571927
"Dylan Floro","CHC","P",3,0,9.2,,,,,,,"Dylan Floro",13394,571670
"Félix Peña","CHC","P",25,0,34.1,,,,,,,"Felix Pena",13403,570240
"Chris Beck","CHW","P",57,0,64.2,,,,,,,"Chris Beck",13418,571476
"Drew VerHagen","DET","P",24,2,34.1,,,,,,,"Drew VerHagen",13424,572403
"Marcus Stroman","TOR","P",33,33,201,,,,,,,"Marcus Stroman",13431,573186
"Pierce Johnson","CHC","P",1,0,1,,,,,,,"Pierce Johnson",13435,572955
"Mike Morin","- - -","P",16,0,20,,,,,,,"Mike Morin",13442,573046
"Cameron Perkins","PHI","1B",1,0,2,,,,,,,"Cameron Perkins",13444,573088
"Taylor Rogers","MIN","P",69,0,55.2,,,,,,,"Taylor Rogers",13449,573124
"Eddie Butler","CHC","P",13,11,54.2,,,,,,,"Eddie Butler",13453,572750
"Lucas Sims","ATL","P",14,10,57.2,,,,,,,"Lucas Sims",13470,608371
"Dwight Smith Jr.","TOR","RF",1,0,1,,,,,,,"Dwight Smith Jr.",13473,596105
"Daniel Norris","DET","P",22,18,101.2,,,,,,,"Daniel Norris",13475,596057
"Sam Tuivailala","STL","P",37,0,42.1,,,,,,,"Sam Tuivailala",13485,592815
"Matt Bowman","STL","P",75,0,58.2,,,,,,,"Matt Bowman",13528,621199
"Alejandro Chacin","CIN","P",6,0,6,,,,,,,"Alejandro Chacin",13530,591701
"Andrew Triggs","OAK","P",12,12,65.1,,,,,,,"Andrew Triggs",13533,592811
"Blake Snell","TBR","P",24,24,129.1,,,,,,,"Blake Snell",13543,605483
"Richard Rodríguez","BAL","P",5,0,5.2,,,,,,,"Richard Rodriguez",13549,593144
"Alec Asher","BAL","P",24,6,60,,,,,,,"Alec Asher",13560,594742
"Justin Haley","MIN","P",10,0,18,,,,,,,"Justin Haley",13572,595234
"Steven Okert","SFG","P",44,0,27,,,,,,,"Steven Okert",13580,595345
"Robert Stephenson","CIN","P",25,11,84.2,,,,,,,"Robert Stephenson",13594,596112
"Carl Edwards Jr.","CHC","P",73,0,66.1,,,,,,,"Carl Edwards Jr.",13607,605218
"Jakob Junis","KCR","P",20,16,98.1,,,,,,,"Jakob Junis",13619,596001
"Jharel Cotton","OAK","P",24,24,129,,,,,,,"Jharel Cotton",13654,605194
"Onelki Garcia","KCR","P",2,1,6,,,,,,,"Onelki Garcia",13674,607162
"John Gant","STL","P",7,2,17.1,,,,,,,"John Gant",13684,607231
"Nick Goody","CLE","P",56,0,54.2,,,,,,,"Nick Goody",13685,580792
"Ryan Merritt","CLE","P",5,4,20.2,,,,,,,"Ryan Merritt",13688,607320
"Sal Romano","CIN","P",16,16,87,,,,,,,"Sal Romano",13690,607219
"Robert Gsellman","NYM","P",25,22,119.2,,,,,,,"Robert Gsellman",13696,607229
"Jake Faria","TBR","P",16,14,86.2,,,,,,,"Jake Faria",13699,607188
"Kyle Barraclough","MIA","P",66,0,66,,,,,,,"Kyle Barraclough",13713,607457
"Max Fried","ATL","P",9,4,26,,,,,,,"Max Fried",13743,608331
"Tyler Duffey","MIN","P",56,0,71,,,,,,,"Tyler Duffey",13758,608648
"Chris Stratton","SFG","P",13,10,58.2,,,,,,,"Chris Stratton",13761,608717
"Dominic Leone","TOR","P",65,0,70.1,,,,,,,"Dominic Leone",13763,608678
"Roberto Osuna","TOR","P",66,0,64,,,,,,,"Roberto Osuna",13764,532077
"Zach Eflin","PHI","P",11,11,64.1,,,,,,,"Zach Eflin",13774,621107
"Adonis García","ATL","LF",1,1,7,,,,,,,"Adonis Garcia",13777,611177
"Daniel Stumpf","DET","P",55,0,37.2,,,,,,,"Daniel Stumpf",13780,621385
"Alex Wood","LAD","P",27,25,152.1,,,,,,,"Alex Wood",13781,622072
"Matt Strahm","KCR","P",24,3,34.2,,,,,,,"Matt Strahm",13799,621381
"Austin Adams","WSN","P",6,0,5,,,,,,,"Austin Adams",13801,613534
"Kevin Plawecki","NYM","P",2,0,3,,,,,,,"Kevin Plawecki",13807,608700
"Chris O'Grady","MIA","P",13,6,33,,,,,,,"Chris O'Grady",13818,622217
"Ian Parmley","TOR","LF",1,0,1,,,,,,,"Ian Parmley",13821,622210
"Alex D. Mejia","STL","1B",1,0,1,,,,,,,"Alex D. Mejia",13877,622270
"Paul Sewald","NYM","P",57,0,65.1,,,,,,,"Paul Sewald",13892,623149
"Chris Flexen","NYM","P",14,9,48,,,,,,,"Chris Flexen",13896,623167
"Scott Oberg","COL","P",66,0,58.1,,,,,,,"Scott Oberg",13911,623184
"Dietrich Enns","MIN","P",2,1,4,,,,,,,"Dietrich Enns",13932,608650
"Brent Suter","MIL","P",22,14,81.2,,,,,,,"Brent Suter",13942,608718
"Ryan Dull","OAK","P",49,0,42,,,,,,,"Ryan Dull",13974,623430
"Ryan Garton","- - -","P",20,0,22,,,,,,,"Ryan Garton",14016,623439
"Mike Hauschild","TEX","P",4,0,8,,,,,,,"Mike Hauschild",14033,623434
"Michael Wacha","STL","P",30,30,165.2,,,,,,,"Michael Wacha",14078,608379
"Michael Ynoa","CHW","P",22,0,29,,,,,,,"Michael Ynoa",14093,573589
"Rio Ruiz","ATL","1B",2,1,7,,,,,,,"Rio Ruiz",14103,547004
"Kevin Gausman","BAL","P",34,34,186.2,,,,,,,"Kevin Gausman",14107,592332
"Lance McCullers Jr.","HOU","P",22,22,118.2,,,,,,,"Lance McCullers Jr.",14120,621121
"Miguel Almonte","KCR","P",2,0,2,,,,,,,"Miguel Almonte",14139,602083
"Rob Whalen","SEA","P",2,1,7.1,,,,,,,"Rob Whalen",14165,547007
"José Berríos","MIN","P",26,25,145.2,,,,,,,"Jose Berrios",14168,621244
"Shae Simmons","SEA","P",9,0,7.2,,,,,,,"Shae Simmons",14200,623406
"Josh Hader","MIL","P",35,0,47.2,,,,,,,"Josh Hader",14212,623352
"Dario Álvarez","TEX","P",20,0,16.1,,,,,,,"Dario Alvarez",14239,516714
"Austin Maddox","BOS","P",13,0,17.1,,,,,,,"Austin Maddox",14241,545348
"Brian Johnson","BOS","P",5,5,27,,,,,,,"Brian Johnson",14272,598271
"Wandy Peralta","CIN","P",69,0,64.2,,,,,,,"Wandy Peralta",14295,593974
"Frankie Montas","OAK","P",23,0,32,,,,,,,"Frankie Montas",14309,593423
"Ty Blach","SFG","P",34,24,163.2,,,,,,,"Ty Blach",14361,621389
"Jake Thompson","PHI","P",11,8,46.1,,,,,,,"Jake Thompson",14371,622097
"Tyler Glasnow","PIT","P",15,13,62,,,,,,,"Tyler Glasnow",14374,607192
"Amir Garrett","CIN","P",16,14,70.2,,,,,,,"Amir Garrett",14375,607237
"Wei-Chung Wang","MIL","P",8,0,1.1,,,,,,,"Wei-Chung Wang",14382,623913
"Yohander Méndez","TEX","P",7,0,12.1,,,,,,,"Yohander Mendez",14391,622795
"Jackson Stephens","CIN","P",7,4,25,,,,,,,"Jackson Stephens",14420,623451
"Chris Smith","TOR","P",4,0,5,,,,,,,"Chris Smith",14449,627262
"Adam Conley","MIA","P",22,20,102.2,,,,,,,"Adam Conley",14457,543045
"José A. Váldez","- - -","P",14,0,18,,,,,,,"Jose A. Valdez",14470,572308
"Randy Rosario","MIN","P",2,0,2.1,,,,,,,"Randy Rosario",14508,600968
"Thyago Vieira","SEA","P",1,0,1,,,,,,,"Thyago Vieira",14510,600986
"José Leclerc","TEX","P",47,0,45.2,,,,,,,"Jose Leclerc",14524,600917
"Jorge López","MIL","P",1,0,2,,,,,,,"Jorge Lopez",14527,605347
"Felix Jorge","MIN","P",2,2,7.2,,,,,,,"Felix Jorge",14532,602928
"Carlos Estévez","COL","P",35,0,32.1,,,,,,,"Carlos Estevez",14542,608032
"José Ruiz","SDP","P",1,0,1,,,,,,,"Jose Ruiz",14552,614179
"James Hoyt","HOU","P",43,0,49.1,,,,,,,"James Hoyt",14605,624586
"Jandel Gustave","HOU","P",6,0,5,,,,,,,"Jandel Gustave",14665,594311
"Dillon Maples","CHC","P",6,0,5.1,,,,,,,"Dillon Maples",14672,596027
"Andrés Machado","KCR","P",2,0,3.2,,,,,,,"Andres Machado",14681,600921
"Luis Perdomo","SDP","P",29,29,163.2,,,,,,,"Luis Perdomo",14682,606131
"Keone Kela","TEX","P",39,0,38.2,,,,,,,"Keone Kela",14696,605309
"Anthony Banda","ARI","P",8,4,25.2,,,,,,,"Anthony Banda",14706,607455
"Edwin Díaz","SEA","P",66,0,66,,,,,,,"Edwin Diaz",14710,621242
"Jamie Callahan","NYM","P",9,0,6.2,,,,,,,"Jamie Callahan",14711,621094
"Paul Blackburn","OAK","P",10,10,58.2,,,,,,,"Paul Blackburn",14739,621112
"Tyler Olson","CLE","P",30,0,20,,,,,,,"Tyler Olson",14741,621397
"Julio Urías","LAD","P",5,5,23.1,,,,,,,"Julio Urias",14765,628711
"Emilio Pagán","SEA","P",34,0,50.1,,,,,,,"Emilio Pagan",14771,641941
"Brad Goldberg","CHW","P",11,0,12,,,,,,,"Brad Goldberg",14776,643329
"Barrett Astin","CIN","P",6,0,8,,,,,,,"Barrett Astin",14812,592120
"Buck Farmer","DET","P",11,11,48,,,,,,,"Buck Farmer",14814,571656
"JaCoby Jones","DET","RF",1,0,1,,,,,,,"JaCoby Jones",14818,592444
"Dylan Covey","CHW","P",18,12,70,,,,,,,"Dylan Covey",14825,592229
"Bobby Wahl","OAK","P",7,0,7.2,,,,,,,"Bobby Wahl",14832,592833
"Michael Lorenzen","CIN","P",70,0,83,,,,,,,"Michael Lorenzen",14843,547179
"Matt Dermody","TOR","P",23,0,22.1,,,,,,,"Matt Dermody",14844,571616
"Kyle Martin","BOS","P",2,0,2.1,,,,,,,"Kyle Martin",14860,573016
"Zack Godley","ARI","P",26,25,155,,,,,,,"Zack Godley",14862,643327
"Sam Moll","OAK","P",11,0,6.2,,,,,,,"Sam Moll",14874,594580
"Caleb Smith","NYY","P",9,2,18.2,,,,,,,"Caleb Smith",14875,592761
"Taylor Williams","MIL","P",5,0,4.2,,,,,,,"Taylor Williams",14899,592865
"Jason Hursh","ATL","P",9,0,10.2,,,,,,,"Jason Hursh",14914,592422
"Jon Gray","COL","P",20,20,110.1,,,,,,,"Jon Gray",14916,592351
"Ben Lively","PHI","P",15,15,88.2,,,,,,,"Ben Lively",14932,594902
"Aaron Blair","ATL","P",1,1,3,,,,,,,"Aaron Blair",14934,594760
"Andrew Knapp","PHI","1B",1,0,2,,,,,,,"Andrew Knapp",14942,595284
"José Torres","SDP","P",62,0,68.1,,,,,,,"Jose Torres",14957,600526
"Rookie Davis","CIN","P",7,6,24,,,,,,,"Rookie Davis",14962,606959
"Reyes Moronta","SFG","P",7,0,6.2,,,,,,,"Reyes Moronta",14966,606625
"Tyler Webb","- - -","P",9,0,8,,,,,,,"Tyler Webb",14974,643778
"Chad Kuhl","PIT","P",31,31,157.1,,,,,,,"Chad Kuhl",14975,641771
"Giovanny Gallegos","NYY","P",16,0,20.1,,,,,,,"Giovanny Gallegos",14986,606149
"Jairo Labourt","DET","P",6,0,6,,,,,,,"Jairo Labourt",14996,607951
"Luis Santos","TOR","P",10,0,16.2,,,,,,,"Luis Santos",15006,608601
"Yacksel Ríos","PHI","P",13,0,16.1,,,,,,,"Yacksel Rios",15007,605441
"Corey Knebel","MIL","P",76,0,76,,,,,,,"Corey Knebel",15010,608349
"Victor Alcántara","DET","P",6,0,7.1,,,,,,,"Victor Alcantara",15028,622505
"Kyle Crockett","CLE","P",4,0,1.2,,,,,,,"Kyle Crockett",15033,641490
"Chase De Jong","SEA","P",7,4,28.1,,,,,,,"Chase De Jong",15036,608328
"Germán Márquez","COL","P",29,29,162,,,,,,,"German Marquez",15038,608566
"Tim Mayza","TOR","P",19,0,17,,,,,,,"Tim Mayza",15042,641835
"Trevor Gott","WSN","P",4,0,3,,,,,,,"Trevor Gott",15046,641627
"Silvino Bracho","ARI","P",21,0,20.2,,,,,,,"Silvino Bracho",15051,611093
"Adam Engel","CHW","LF",1,0,1,,,,,,,"Adam Engel",15082,641553
"Rob Zastryzny","CHC","P",4,0,13,,,,,,,"Rob Zastryzny",15094,642239
"Ben Heller","NYY","P",9,0,11,,,,,,,"Ben Heller",15100,621294
"Luke Farrell","- - -","P",10,1,13,,,,,,,"Luke Farrell",15101,608652
"Boog Powell","SEA","RF",1,0,1,,,,,,,"Boog Powell",15103,621471
"Jimmie Sherfy","ARI","P",11,0,10.2,,,,,,,"Jimmie Sherfy",15118,642073
"Tyler Danish","CHW","P",1,1,5,,,,,,,"Tyler Danish",15126,641501
"Drew Anderson","PHI","P",2,0,2.1,,,,,,,"Drew Anderson",15130,623454
"Jimmy Yacabonis","BAL","P",14,0,20.2,,,,,,,"Jimmy Yacabonis",15157,642231
"Braden Shipley","ARI","P",10,3,25,,,,,,,"Braden Shipley",15158,640463
"Luiz Gohara","ATL","P",5,5,29.1,,,,,,,"Luiz Gohara",15166,627894
"Daniel Wright","LAA","P",5,2,19.2,,,,,,,"Daniel Wright",15179,642229
"Glenn Sparkman","TOR","P",2,0,1,,,,,,,"Glenn Sparkman",15200,642098
"Kevin McGowan","NYM","P",8,0,8.2,,,,,,,"Kevin McGowan",15215,641850
"Aaron Slegers","MIN","P",4,3,15.1,,,,,,,"Aaron Slegers",15231,642083
"Cody Reed","CIN","P",12,1,17.2,,,,,,,"Cody Reed",15232,642003
"Alan Busenitz","MIN","P",28,0,31.2,,,,,,,"Alan Busenitz",15239,641427
"Kevin McCarthy","KCR","P",33,0,45,,,,,,,"Kevin McCarthy",15240,641838
"Shane Carle","COL","P",3,0,4,,,,,,,"Shane Carle",15258,641438
"Keynan Middleton","LAA","P",64,0,58.1,,,,,,,"Keynan Middleton",15264,641871
"Jacob Rhame","NYM","P",9,0,9,,,,,,,"Jacob Rhame",15267,642008
"Zac Reininger","DET","P",10,0,9.2,,,,,,,"Zac Reininger",15285,643617
"Austin Pruitt","TBR","P",30,8,83,,,,,,,"Austin Pruitt",15290,643493
"Steven Brault","PIT","P",11,4,34.2,,,,,,,"Steven Brault",15291,643230
"Donnie Hart","BAL","P",51,0,43.2,,,,,,,"Donnie Hart",15306,643354
"Kyle Lloyd","SDP","P",1,1,4,,,,,,,"Kyle Lloyd",15378,643414
"Andrew Heaney","LAA","P",5,5,21.2,,,,,,,"Andrew Heaney",15423,571760
"Matthew Boyd","DET","P",26,25,135,,,,,,,"Matthew Boyd",15440,571510
"Mike Mayers","STL","P",3,0,4.2,,,,,,,"Mike Mayers",15451,594577
"Nick Pivetta","PHI","P",26,26,133,,,,,,,"Nick Pivetta",15454,601713
"Ricardo Rodríguez","TEX","P",16,0,13,,,,,,,"Ricardo Rodriguez",15458,600965
"José De León","TBR","P",1,0,2.2,,,,,,,"Jose De Leon",15463,592254
"Marco Gonzales","- - -","P",11,8,40,,,,,,,"Marco Gonzales",15467,594835
"Lucas Giolito","CHW","P",7,7,45.1,,,,,,,"Lucas Giolito",15474,608337
"Antonio Senzatela","COL","P",36,20,134.2,,,,,,,"Antonio Senzatela",15488,622608
"Kendall Graveman","OAK","P",19,19,105.1,,,,,,,"Kendall Graveman",15514,608665
"Jen-Ho Tseng","CHC","P",2,1,6,,,,,,,"Jen-Ho Tseng",15524,627500
"Mark Leiter Jr.","PHI","P",27,11,90.2,,,,,,,"Mark Leiter Jr.",15551,643410
"Chad Green","NYY","P",40,1,69,,,,,,,"Chad Green",15552,643338
"Tyler White","HOU","P",1,0,1,,,,,,,"Tyler White",15564,643603
"Troy Scribner","LAA","P",10,4,23.2,,,,,,,"Troy Scribner",15570,644428
"Nick Wittgren","MIA","P",38,0,42.1,,,,,,,"Nick Wittgren",15594,621295
"Ariel Hernández","CIN","P",19,0,24.1,,,,,,,"Ariel Hernandez",15603,554374
"Dillon Overton","- - -","P",10,2,23,,,,,,,"Dillon Overton",15627,592614
"Dan Slania","SFG","P",1,0,1,,,,,,,"Dan Slania",15639,592753
"Miguel Castro","BAL","P",39,1,66.1,,,,,,,"Miguel Castro",15684,612434
"Ronald Herrera","NYY","P",2,0,3,,,,,,,"Ronald Herrera",15688,622703
"Luis Castillo","CIN","P",15,15,89.1,,,,,,,"Luis Castillo",15689,622491
"Allen Córdoba","SDP","2B",1,0,2.2,,,,,,,"Allen Cordoba",15722,642707
"Joe Jiménez","DET","P",24,0,19,,,,,,,"Joe Jimenez",15761,641729
"Masahiro Tanaka","NYY","P",30,30,178.1,,,,,,,"Masahiro Tanaka",15764,547888
"Rafael Bautista","WSN","LF",1,0,2,,,,,,,"Rafael Bautista",15769,622441
"Jesen Therrien","PHI","P",15,0,18.1,,,,,,,"Jesen Therrien",15853,592279
"Sean Manaea","OAK","P",29,29,158.2,,,,,,,"Sean Manaea",15873,640455
"Luis Severino","NYY","P",31,31,193.1,,,,,,,"Luis Severino",15890,622663
"Víctor Arano","PHI","P",10,0,10.2,,,,,,,"Victor Arano",15915,644364
"Ryne Stanek","TBR","P",21,0,20,,,,,,,"Ryne Stanek",15947,592773
"Keury Mella","CIN","P",2,0,4,,,,,,,"Keury Mella",15964,622492
"Odrisamer Despaigne","MIA","P",18,8,58.1,,,,,,,"Odrisamer Despaigne",16017,628333
"Stefan Crichton","BAL","P",8,0,12.1,,,,,,,"Stefan Crichton",16058,592233
"Edubray Ramos","PHI","P",59,0,57.2,,,,,,,"Edubray Ramos",16086,591693
"John Curtiss","MIN","P",9,0,8.2,,,,,,,"John Curtiss",16128,595928
"Carlos Rodón","CHW","P",12,12,69.1,,,,,,,"Carlos Rodon",16137,607074
"Aaron Nola","PHI","P",27,27,168,,,,,,,"Aaron Nola",16149,605400
"Eric Skoglund","KCR","P",7,5,18,,,,,,,"Eric Skoglund",16155,607215
"Jace Fry","CHW","P",11,0,6.2,,,,,,,"Jace Fry",16159,605240
"Brandon Woodruff","MIL","P",8,8,43,,,,,,,"Brandon Woodruff",16162,605540
"Daniel Gossett","OAK","P",18,18,91.1,,,,,,,"Daniel Gossett",16164,605254
"Max Povse","SEA","P",3,0,3.2,,,,,,,"Max Povse",16165,605428
"Brandon Finnegan","CIN","P",4,4,13,,,,,,,"Brandon Finnegan",16208,605232
"J.D. Davis","HOU","1B",2,0,3,,,,,,,"J.D. Davis",16219,605204
"J.D. Davis","HOU","P",2,0,1.2,,,,,,,"J.D. Davis",16219,605204
"Kyle Freeland","COL","P",33,28,156,,,,,,,"Kyle Freeland",16256,607536
"Aaron Bummer","CHW","P",30,0,22,,,,,,,"Aaron Bummer",16258,607481
"Eduardo Paredes","LAA","P",18,0,22.1,,,,,,,"Eduardo Paredes",16344,622161
"Gabriel Moya","MIN","P",7,0,6.1,,,,,,,"Gabriel Moya",16348,622382
"Tyler Mahle","CIN","P",4,4,20,,,,,,,"Tyler Mahle",16358,641816
"Reynaldo López","CHW","P",8,8,47.2,,,,,,,"Reynaldo Lopez",16400,625643
